model_name,feature_name,rep_idx,baseline_auc,permuted_auc,auc_drop
logistic,a_FP_RHCP_rx2,4,0.91390306122449,0.913584183673469,0.000318877551020336
rf,a_FP_RHCP_rx2,4,0.90625,0.905293367346939,0.000956632653061451
logistic,a_FP_LHCP_rx2,4,0.91390306122449,0.909119897959184,0.00478316326530603
rf,a_FP_LHCP_rx2,4,0.90625,0.884088010204081,0.0221619897959185
logistic,gamma_CP_rx1,5,0.91390306122449,0.913584183673469,0.000318877551020336
rf,gamma_CP_rx1,5,0.90625,0.914859693877551,-0.00860969387755084
logistic,gamma_CP_rx2,5,0.91390306122449,0.902104591836735,0.011798469387755
rf,gamma_CP_rx2,5,0.90625,0.864636479591837,0.0416135204081634
logistic,a_FP_RHCP_rx1,5,0.91390306122449,0.893494897959184,0.020408163265306
rf,a_FP_RHCP_rx1,5,0.90625,0.911033163265306,-0.00478316326530615
logistic,a_FP_LHCP_rx1,5,0.91390306122449,0.846938775510204,0.0669642857142855
rf,a_FP_LHCP_rx1,5,0.90625,0.913265306122449,-0.00701530612244905
logistic,a_FP_RHCP_rx2,5,0.91390306122449,0.919005102040816,-0.00510204081632648
rf,a_FP_RHCP_rx2,5,0.90625,0.905612244897959,0.000637755102040893
logistic,a_FP_LHCP_rx2,5,0.91390306122449,0.911033163265306,0.00286989795918347
rf,a_FP_LHCP_rx2,5,0.90625,0.883609693877551,0.022640306122449
logistic,gamma_CP_rx1,6,0.91390306122449,0.912946428571428,0.000956632653061229
rf,gamma_CP_rx1,6,0.90625,0.916772959183673,-0.0105229591836734
logistic,gamma_CP_rx2,6,0.91390306122449,0.862563775510204,0.0513392857142855
rf,gamma_CP_rx2,6,0.90625,0.852200255102041,0.0540497448979592
logistic,a_FP_RHCP_rx1,6,0.91390306122449,0.899872448979592,0.0140306122448979
rf,a_FP_RHCP_rx1,6,0.90625,0.907206632653061,-0.000956632653061007
logistic,a_FP_LHCP_rx1,6,0.91390306122449,0.808035714285714,0.105867346938775
rf,a_FP_LHCP_rx1,6,0.90625,0.900829081632653,0.00542091836734715
logistic,a_FP_RHCP_rx2,6,0.91390306122449,0.910714285714286,0.00318877551020402
rf,a_FP_RHCP_rx2,6,0.90625,0.904336734693877,0.00191326530612257
logistic,a_FP_LHCP_rx2,6,0.91390306122449,0.916135204081633,-0.00223214285714302
rf,a_FP_LHCP_rx2,6,0.90625,0.895408163265306,0.0108418367346939
logistic,gamma_CP_rx1,7,0.91390306122449,0.890306122448979,0.0235969387755103
rf,gamma_CP_rx1,7,0.90625,0.901147959183673,0.0051020408163267
logistic,gamma_CP_rx2,7,0.91390306122449,0.857461734693877,0.0564413265306123
rf,gamma_CP_rx2,7,0.90625,0.852359693877551,0.0538903061224489
logistic,a_FP_RHCP_rx1,7,0.91390306122449,0.899553571428571,0.0143494897959184
rf,a_FP_RHCP_rx1,7,0.90625,0.904974489795918,0.00127551020408179
logistic,a_FP_LHCP_rx1,7,0.91390306122449,0.84375,0.0701530612244897
rf,a_FP_LHCP_rx1,7,0.90625,0.915338010204082,-0.00908801020408168
logistic,a_FP_RHCP_rx2,7,0.91390306122449,0.916772959183673,-0.00286989795918369
rf,a_FP_RHCP_rx2,7,0.90625,0.90609056122449,0.00015943877551039
logistic,a_FP_LHCP_rx2,7,0.91390306122449,0.905293367346939,0.00860969387755095
rf,a_FP_LHCP_rx2,7,0.90625,0.865433673469388,0.0408163265306123
logistic,gamma_CP_rx1,8,0.91390306122449,0.889668367346939,0.0242346938775508
rf,gamma_CP_rx1,8,0.90625,0.912946428571428,-0.00669642857142849
logistic,gamma_CP_rx2,8,0.91390306122449,0.877869897959183,0.0360331632653061
rf,gamma_CP_rx2,8,0.90625,0.844547193877551,0.061702806122449
logistic,a_FP_RHCP_rx1,8,0.91390306122449,0.90656887755102,0.00733418367346927
rf,a_FP_RHCP_rx1,8,0.90625,0.902901785714286,0.00334821428571441
logistic,a_FP_LHCP_rx1,8,0.91390306122449,0.854272959183673,0.0596301020408162
rf,a_FP_LHCP_rx1,8,0.90625,0.905133928571429,0.0011160714285714
logistic,a_FP_RHCP_rx2,8,0.91390306122449,0.915178571428571,-0.00127551020408179
rf,a_FP_RHCP_rx2,8,0.90625,0.905452806122449,0.000797193877551172
logistic,a_FP_LHCP_rx2,8,0.91390306122449,0.908801020408163,0.00510204081632648
rf,a_FP_LHCP_rx2,8,0.90625,0.892857142857143,0.0133928571428572
logistic,gamma_CP_rx1,9,0.91390306122449,0.90625,0.00765306122448972
rf,gamma_CP_rx1,9,0.90625,0.911192602040816,-0.0049426020408162
logistic,gamma_CP_rx2,9,0.91390306122449,0.882015306122449,0.0318877551020407
rf,gamma_CP_rx2,9,0.90625,0.863839285714286,0.0424107142857144
logistic,a_FP_RHCP_rx1,9,0.91390306122449,0.904017857142857,0.00988520408163274
rf,a_FP_RHCP_rx1,9,0.90625,0.907047193877551,-0.00079719387755095
logistic,a_FP_LHCP_rx1,9,0.91390306122449,0.845982142857143,0.0679209183673468
rf,a_FP_LHCP_rx1,9,0.90625,0.896683673469388,0.0095663265306124
logistic,a_FP_RHCP_rx2,9,0.91390306122449,0.918367346938775,-0.00446428571428581
rf,a_FP_RHCP_rx2,9,0.90625,0.906887755102041,-0.000637755102040782
logistic,a_FP_LHCP_rx2,9,0.91390306122449,0.919961734693877,-0.00605867346938782
rf,a_FP_LHCP_rx2,9,0.90625,0.887914540816326,0.0183354591836737
