feature_x,feature_y,gamma_cp_rx2,a_fp_rhcp_rx1,partial_dependence,pd_gamma_cp_rx2,pd_a_fp_rhcp_rx1,interaction_residual
gamma_CP_rx2,a_FP_RHCP_rx1,0.36350221821988,0.160099875501723,0.546019345238095,0.835141369047619,0.623995535714286,-0.121533194444444
gamma_CP_rx2,a_FP_RHCP_rx1,0.452703348190626,0.160099875501723,0.548673115079365,0.835141369047619,0.622805059523809,-0.121210773809523
gamma_CP_rx2,a_FP_RHCP_rx1,0.541904478161372,0.160099875501723,0.542224702380952,0.835141369047619,0.584139384920635,-0.122054027777777
gamma_CP_rx2,a_FP_RHCP_rx1,0.631105608132117,0.160099875501723,0.567150297619048,0.835141369047619,0.614248511904762,-0.10709867063492
gamma_CP_rx2,a_FP_RHCP_rx1,0.720306738102863,0.160099875501723,0.602839781746032,0.835141369047619,0.876649305555556,-0.0806849801587296
gamma_CP_rx2,a_FP_RHCP_rx1,0.809507868073609,0.160099875501723,0.62062251984127,0.835141369047619,0.903807043650794,-0.0718556150793644
gamma_CP_rx2,a_FP_RHCP_rx1,0.898708998044354,0.160099875501723,0.632403273809524,0.835141369047619,0.90953621031746,-0.0649359722222216
gamma_CP_rx2,a_FP_RHCP_rx1,0.9879101280151,0.160099875501723,0.675260416666667,0.835141369047619,0.911619543650794,-0.0289860714285709
gamma_CP_rx2,a_FP_RHCP_rx1,1.07711125798585,0.160099875501723,0.681659226190476,0.835141369047619,0.911619543650794,-0.024521785714285
gamma_CP_rx2,a_FP_RHCP_rx1,1.16631238795659,0.160099875501723,0.711793154761905,0.835141369047619,0.911619543650794,0.000999047619048232
gamma_CP_rx2,a_FP_RHCP_rx1,1.25551351792734,0.160099875501723,0.718191964285714,0.835141369047619,0.907229662698413,0.00590976190476256
gamma_CP_rx2,a_FP_RHCP_rx1,1.34471464789808,0.160099875501723,0.718191964285714,0.835141369047619,0.90484871031746,0.00590976190476256
gamma_CP_rx2,a_FP_RHCP_rx1,1.43391577786883,0.160099875501723,0.71328125,0.835141369047619,0.903807043650794,0.00338000000000072
