model_name,feature_name,rep_idx,baseline_auc,permuted_auc,auc_drop
rf,a_FP_RHCP_rx2,19,0.935603715170279,0.940866873065015,-0.00526315789473675
logistic,a_FP_LHCP_rx2,19,0.943653250773994,0.938080495356037,0.00557275541795677
rf,a_FP_LHCP_rx2,19,0.935603715170279,0.936222910216718,-0.000619195046439591
logistic,gamma_CP_rx1,20,0.943653250773994,0.943653250773994,0
rf,gamma_CP_rx1,20,0.935603715170279,0.939628482972136,-0.00402476780185768
logistic,gamma_CP_rx2,20,0.943653250773994,0.931269349845201,0.0123839009287926
rf,gamma_CP_rx2,20,0.935603715170279,0.93405572755418,0.00154798761609898
logistic,a_FP_RHCP_rx1,20,0.943653250773994,0.939938080495356,0.00371517027863788
rf,a_FP_RHCP_rx1,20,0.935603715170279,0.921671826625387,0.0139318885448917
logistic,a_FP_LHCP_rx1,20,0.943653250773994,0.925077399380805,0.018575851393189
rf,a_FP_LHCP_rx1,20,0.935603715170279,0.925696594427245,0.00990712074303413
logistic,a_FP_RHCP_rx2,20,0.943653250773994,0.942414860681115,0.00123839009287918
rf,a_FP_RHCP_rx2,20,0.935603715170279,0.934984520123839,0.00061919504643948
logistic,a_FP_LHCP_rx2,20,0.943653250773994,0.944891640866873,-0.00123839009287918
rf,a_FP_LHCP_rx2,20,0.935603715170279,0.936222910216718,-0.000619195046439702
logistic,gamma_CP_rx1,21,0.943653250773994,0.930650154798762,0.0130030959752322
rf,gamma_CP_rx1,21,0.935603715170279,0.93405572755418,0.00154798761609909
logistic,gamma_CP_rx2,21,0.943653250773994,0.943034055727554,0.000619195046439591
rf,gamma_CP_rx2,21,0.935603715170279,0.938080495356037,-0.00247678018575848
logistic,a_FP_RHCP_rx1,21,0.943653250773994,0.944891640866873,-0.00123839009287918
rf,a_FP_RHCP_rx1,21,0.935603715170279,0.920743034055727,0.0148606811145512
logistic,a_FP_LHCP_rx1,21,0.943653250773994,0.932507739938081,0.0111455108359133
rf,a_FP_LHCP_rx1,21,0.935603715170279,0.929411764705882,0.00619195046439636
logistic,a_FP_RHCP_rx2,21,0.943653250773994,0.941176470588235,0.0024767801857587
rf,a_FP_RHCP_rx2,21,0.935603715170279,0.931269349845201,0.00433436532507736
logistic,a_FP_LHCP_rx2,21,0.943653250773994,0.946130030959752,-0.00247678018575848
rf,a_FP_LHCP_rx2,21,0.935603715170279,0.934365325077399,0.00123839009287918
logistic,gamma_CP_rx1,22,0.943653250773994,0.937461300309598,0.00619195046439636
rf,gamma_CP_rx1,22,0.935603715170279,0.939318885448917,-0.00371517027863788
logistic,gamma_CP_rx2,22,0.943653250773994,0.95046439628483,-0.00681114551083595
rf,gamma_CP_rx2,22,0.935603715170279,0.935913312693498,-0.000309597523219796
logistic,a_FP_RHCP_rx1,22,0.943653250773994,0.931888544891641,0.0117647058823529
rf,a_FP_RHCP_rx1,22,0.935603715170279,0.932507739938081,0.00309597523219807
logistic,a_FP_LHCP_rx1,22,0.943653250773994,0.93250773993808,0.0111455108359134
rf,a_FP_LHCP_rx1,22,0.935603715170279,0.926315789473684,0.00928792569659442
logistic,a_FP_RHCP_rx2,22,0.943653250773994,0.944272445820433,-0.000619195046439591
rf,a_FP_RHCP_rx2,22,0.935603715170279,0.937461300309598,-0.00185758513931888
logistic,a_FP_LHCP_rx2,22,0.943653250773994,0.946749226006192,-0.00309597523219818
rf,a_FP_LHCP_rx2,22,0.935603715170279,0.936842105263158,-0.00123839009287929
logistic,gamma_CP_rx1,23,0.943653250773994,0.944272445820433,-0.000619195046439591
rf,gamma_CP_rx1,23,0.935603715170279,0.939318885448917,-0.00371517027863788
logistic,gamma_CP_rx2,23,0.943653250773994,0.939318885448917,0.00433436532507736
rf,gamma_CP_rx2,23,0.935603715170279,0.934365325077399,0.00123839009287918
